date,outlet_name,daypart,tickets,items,revenue_sgd,staff,manager
2025-06-28,Marina Bay,Evening,9.0,13.0,78.77,1.0,Priya Nair
2025-06-28,Marina Bay,Midday,20.0,29.0,224.61,2.0,Priya Nair
2025-06-28,Marina Bay,Morning,43.0,64.0,281.75,3.0,Priya Nair
2025-06-28,Raffles Place,Evening,10.0,15.0,93.26,1.0,Aisha Rahman
2025-06-28,Raffles Place,Midday,28.0,40.0,275.96,2.0,Aisha Rahman
2025-06-28,Raffles Place,Morning,52.0,74.0,373.71,3.0,Aisha Rahman
2025-06-28,Tampines Mall,Evening,46.0,59.0,450.3,3.0,Wei Ming Tan
2025-06-28,Tampines Mall,Midday,67.0,96.0,698.6,4.0,Wei Ming Tan
2025-06-28,Tampines Mall,Morning,63.0,93.0,427.25,4.0,Wei Ming Tan
2025-06-29,Holland Village,Evening,70.0,101.0,629.83,4.0,Daniel Lim
2025-06-29,Holland Village,Midday,54.0,76.0,588.18,3.0,Daniel Lim
2025-06-29,Holland Village,Morning,76.0,112.0,511.81,4.0,Daniel Lim
2025-06-29,Marina Bay,Evening,7.0,10.0,64.2,1.0,Priya Nair
2025-06-29,Marina Bay,Midday,15.0,22.0,154.99,2.0,Priya Nair
2025-06-29,Marina Bay,Morning,35.0,52.0,228.34,3.0,Priya Nair
2025-06-29,Raffles Place,Evening,8.0,12.0,74.12,1.0,Aisha Rahman
2025-06-29,Raffles Place,Midday,19.0,28.0,219.52,2.0,Aisha Rahman
2025-06-29,Raffles Place,Morning,51.0,77.0,345.44,3.0,Aisha Rahman
2025-06-29,Tampines Mall,Evening,51.0,74.0,485.64,3.0,Wei Ming Tan
2025-06-29,Tampines Mall,Midday,64.0,90.0,679.38,3.0,Wei Ming Tan
2025-06-29,Tampines Mall,Morning,76.0,113.0,469.82,4.0,Wei Ming Tan
2025-06-30,Holland Village,Evening,66.0,91.0,619.51,4.0,Daniel Lim
2025-06-30,Holland Village,Midday,50.0,75.0,515.76,3.0,Daniel Lim
2025-06-30,Holland Village,Morning,68.0,103.0,455.32,4.0,Daniel Lim
2025-06-30,Marina Bay,Evening,18.0,26.0,170.03,2.0,Priya Nair
2025-06-30,Marina Bay,Midday,49.0,73.0,497.02,3.0,Priya Nair
2025-06-30,Marina Bay,Morning,90.0,135.0,548.02,5.0,Priya Nair
2025-06-30,Raffles Place,Evening,28.0,41.0,285.72,2.0,Aisha Rahman
2025-06-30,Raffles Place,Midday,90.0,141.0,927.09,5.0,Aisha Rahman
2025-06-30,Raffles Place,Morning,180.0,256.0,1160.98,6.0,Aisha Rahman
2025-06-30,Tampines Mall,Evening,38.0,53.0,343.38,3.0,Wei Ming Tan
2025-06-30,Tampines Mall,Midday,45.0,68.0,490.74,3.0,Wei Ming Tan
2025-06-30,Tampines Mall,Morning,47.0,67.0,312.72,3.0,Wei Ming Tan
